ticketid;description;reportedby;reportdate;cinum;internalpriority;reportedpriority;siteid5;status;owner;ownergroup;assetnum;failurecode;failurereportid;linenum;orgid;siteid;ticketclass;ticketid1;type;wonum;description2;failurecode3;failurecodeid;orgid4
5800162;;;13/04/2017 7:03;TELL@BSA.TE616;;;OT;CLOSED;;PESOLQTZ;;10210106;286372;2559;COMCEL;;INCIDENT;5800162;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5800320;FALLA CORE TX - AFECTACION;;13/04/2017 7:39;IPRAN@ATN.10.245.223.84;3;;OT;CLOSED;;MASTERTX;;;;;;;;;;;;;;
5800659;FALLA CORE TX - AFECTACION;BGARCIAH;13/04/2017 8:58;O&M@TXSUPPORT;3;;OT;CLOSED;;PEINGJTP;;1021;286379;1047;COMCEL;;INCIDENT;5800659;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5800659;FALLA CORE TX - AFECTACION;BGARCIAH;13/04/2017 8:58;O&M@TXSUPPORT;3;;OT;CLOSED;;PEINGJTP;;102101;286380;1055;COMCEL;;INCIDENT;5800659;CAUSE;;Roedor se come la fibra;102101;68;COMCEL
5800659;FALLA CORE TX - AFECTACION;BGARCIAH;13/04/2017 8:58;O&M@TXSUPPORT;3;;OT;CLOSED;;PEINGJTP;;10210106;286381;2559;COMCEL;;INCIDENT;5800659;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5800696;FALLA CORE TX - AFECTACION;;13/04/2017 9:06;ROADM@ALU.JUTIAPA_CD1;3;;OT;CLOSED;;MASTERTX;;;;;;;;;;;;;;
5801607;FALLA CORE TX - AFECTACION;;13/04/2017 12:36;ROADM@ALU.SANARATE;3;;OT;CLOSED;;PEINGSAN;;1021;286391;1047;COMCEL;;INCIDENT;5801607;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5801607;FALLA CORE TX - AFECTACION;;13/04/2017 12:36;ROADM@ALU.SANARATE;3;;OT;CLOSED;;PEINGSAN;;102108;286392;1071;COMCEL;;INCIDENT;5801607;CAUSE;;Corte de fibra;102108;82;COMCEL
5801607;FALLA CORE TX - AFECTACION;;13/04/2017 12:36;ROADM@ALU.SANARATE;3;;OT;CLOSED;;PEINGSAN;;10210101;286393;1127;COMCEL;;INCIDENT;5801607;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5802193;FALLA CORE TX - AFECTACION;;13/04/2017 14:51;IPRAN@ALU.10.20.9.25;3;5;OT;CLOSED;;RF-ZCP01;;7011;286400;1713;COMCEL;;INCIDENT;5802193;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5802193;FALLA CORE TX - AFECTACION;;13/04/2017 14:51;IPRAN@ALU.10.20.9.25;3;5;OT;CLOSED;;RF-ZCP01;;701101;286401;1719;COMCEL;;INCIDENT;5802193;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5802193;FALLA CORE TX - AFECTACION;;13/04/2017 14:51;IPRAN@ALU.10.20.9.25;3;5;OT;CLOSED;;RF-ZCP01;;70110101;286402;1759;COMCEL;;INCIDENT;5802193;REMEDY;;reconexion de energia;70110101;691;COMCEL
5803933;FALLA CORE TX - RIESGO;;13/04/2017 21:34;RECTIFICADOR@EMERSON.10.25.5.42;2;;OT;CLOSED;;SERVCENT;;9011;286411;1909;COMCEL;;INCIDENT;5803933;PROBLEM;;Indeterminado;9011;901;COMCEL
5804647;FALLA CORE TX - AFECTACION;;14/04/2017 0:28;IPRAN@CX600.10.12.21.54;4;5;OT;CLOSED;ECALLEN;;;;;;;;;;;;;;;
5806112;FALLA CORE TX - AFECTACION;;14/04/2017 6:17;TELL@BSA.TE6161;4;;OT;CLOSED;;PESOLSCH;;1021;286472;1047;COMCEL;;INCIDENT;5806112;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5806112;FALLA CORE TX - AFECTACION;;14/04/2017 6:17;TELL@BSA.TE6161;4;;OT;CLOSED;;PESOLSCH;;102130;286473;5381;COMCEL;;INCIDENT;5806112;CAUSE;;Animales o insectos;102130;1865;COMCEL
5806112;FALLA CORE TX - AFECTACION;;14/04/2017 6:17;TELL@BSA.TE6161;4;;OT;CLOSED;;PESOLSCH;;10212913;286474;5469;COMCEL;;INCIDENT;5806112;REMEDY;;Tendido de fibra;10212913;1892;COMCEL
5806169;FALLA CORE TX - RIESGO;;14/04/2017 6:30;TELL@BSA.TE6609;4;5;OT;CLOSED;;RF-AVP02;;;;;;;;;;;;;;
5806366;FALLA CORE TX - AFECTACION;;14/04/2017 7:17;DWDM@HUAWEI.BARBERENA;3;;OT;CLOSED;;PEINGJTP;;;;;;;;;;;;;;
5806756;RECLAMO DE CLIENTE || 161031-472 || IBW;;14/04/2017 8:47;TELEFONICA;4;;ON;CLOSED;;PEBUCOW;;1021;286430;1047;COMCEL;;INCIDENT;5806756;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5809024;FALLA CORE TX - AFECTACION;;14/04/2017 17:44;DWDM@HUAWEI.BARBERENA;3;;OT;CLOSED;;PEINGFRA;;1021;286478;1047;COMCEL;;INCIDENT;5809024;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5809024;FALLA CORE TX - AFECTACION;;14/04/2017 17:44;DWDM@HUAWEI.BARBERENA;3;;OT;CLOSED;;PEINGFRA;;102101;286479;1055;COMCEL;;INCIDENT;5809024;CAUSE;;Roedor se come la fibra;102101;68;COMCEL
5809024;FALLA CORE TX - AFECTACION;;14/04/2017 17:44;DWDM@HUAWEI.BARBERENA;3;;OT;CLOSED;;PEINGFRA;;10210101;286480;1107;COMCEL;;INCIDENT;5809024;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5809049;FALLA CORE TX - AFECTACION;;14/04/2017 17:50;U2000A@10.2.206.73;3;;OT;CLOSED;;MASS-TX;;9011;286475;1909;COMCEL;;INCIDENT;5809049;PROBLEM;;Indeterminado;9011;901;COMCEL
5809049;FALLA CORE TX - AFECTACION;;14/04/2017 17:50;U2000A@10.2.206.73;3;;OT;CLOSED;;MASS-TX;;901101;286476;1911;COMCEL;;INCIDENT;5809049;CAUSE;;Sin intervencion;901101;903;COMCEL
5809049;FALLA CORE TX - AFECTACION;;14/04/2017 17:50;U2000A@10.2.206.73;3;;OT;CLOSED;;MASS-TX;;90110101;286477;4485;COMCEL;;INCIDENT;5809049;REMEDY;;No se detectaron problemas en servicio;90110101;1434;COMCEL
5812878;FALLA CORE TX - AFECTACION;DPEREZM;15/04/2017 6:43;TELL@BSA.TE616;3;;OT;CLOSED;;PESOLSCH;;1021;286485;1047;COMCEL;;INCIDENT;5812878;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5812878;FALLA CORE TX - AFECTACION;DPEREZM;15/04/2017 6:43;TELL@BSA.TE616;3;;OT;CLOSED;;PESOLSCH;;102101;286486;1055;COMCEL;;INCIDENT;5812878;CAUSE;;Roedor se come la fibra;102101;68;COMCEL
5812878;FALLA CORE TX - AFECTACION;DPEREZM;15/04/2017 6:43;TELL@BSA.TE616;3;;OT;CLOSED;;PESOLSCH;;10210101;286487;1107;COMCEL;;INCIDENT;5812878;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5813262;FALLA CORE TX - RIESGO;;15/04/2017 7:56;TELL@BSA.TE954;2;5;OT;CLOSED;;PW-SCT01;;7011;286497;1713;COMCEL;;INCIDENT;5813262;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5813262;FALLA CORE TX - RIESGO;;15/04/2017 7:56;TELL@BSA.TE954;2;5;OT;CLOSED;;PW-SCT01;;701120;286498;4021;COMCEL;;INCIDENT;5813262;CAUSE;;Transferencia;701120;1208;COMCEL
5813262;FALLA CORE TX - RIESGO;;15/04/2017 7:56;TELL@BSA.TE954;2;5;OT;CLOSED;;PW-SCT01;;70112002;286499;4025;COMCEL;;INCIDENT;5813262;REMEDY;;Reconexion de energia;70112002;1210;COMCEL
5813682;FALLA CORE TX - AFECTACION;;15/04/2017 9:16;IPRAN@ATN.10.4.135.1;3;;OT;CLOSED;;RF-GUA09;;7011;286500;1713;COMCEL;;INCIDENT;5813682;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5813682;FALLA CORE TX - AFECTACION;;15/04/2017 9:16;IPRAN@ATN.10.4.135.1;3;;OT;CLOSED;;RF-GUA09;;701114;286501;1751;COMCEL;;INCIDENT;5813682;CAUSE;;Robo de Banco de Baterias;701114;683;COMCEL
5813682;FALLA CORE TX - AFECTACION;;15/04/2017 9:16;IPRAN@ATN.10.4.135.1;3;;OT;CLOSED;;RF-GUA09;;70110114;286502;1785;COMCEL;;INCIDENT;5813682;REMEDY;;instalacion banco baterias;70110114;717;COMCEL
5813744;FALLA DATOS;Werner Loaiza;15/04/2017 9:29;44349;4;;BUC;CLOSED;;CC_CORP;;1011;286564;1017;COMCEL;;INCIDENT;5813744;PROBLEM;;CORTE DE COBRE;1011;39;COMCEL
5813744;FALLA DATOS;Werner Loaiza;15/04/2017 9:29;44349;4;;BUC;CLOSED;;CC_CORP;;101104;286565;1025;COMCEL;;INCIDENT;5813744;CAUSE;;Problema con Empalme;101104;47;COMCEL
5813744;FALLA DATOS;Werner Loaiza;15/04/2017 9:29;44349;4;;BUC;CLOSED;;CC_CORP;;10110401;286566;2823;COMCEL;;INCIDENT;5813744;REMEDY;;re-empalme;10110401;1044;COMCEL
5815513;FALLA CORE TX - AFECTACION;;15/04/2017 14:51;ROADM@ALU.MODESTO_MENDEZ-1;3;;OT;CLOSED;;PEINGRD;;1021;286523;1047;COMCEL;;INCIDENT;5815513;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5815513;FALLA CORE TX - AFECTACION;;15/04/2017 14:51;ROADM@ALU.MODESTO_MENDEZ-1;3;;OT;CLOSED;;PEINGRD;;102107;286524;1069;COMCEL;;INCIDENT;5815513;CAUSE;;Camion se pasa llevando la fibra;102107;80;COMCEL
5815513;FALLA CORE TX - AFECTACION;;15/04/2017 14:51;ROADM@ALU.MODESTO_MENDEZ-1;3;;OT;CLOSED;;PEINGRD;;10210101;286525;1123;COMCEL;;INCIDENT;5815513;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5815907;FALLA INTERNET;Mario Castillo;15/04/2017 16:05;39249;5;;BUC;CLOSED;;PEBUCESC;;4011;286520;1579;COMCEL;;INCIDENT;5815907;PROBLEM;;CONEXI覰 - CONEXI覰 F蚐ICA;4011;821;COMCEL
5815907;FALLA INTERNET;Mario Castillo;15/04/2017 16:05;39249;5;;BUC;CLOSED;;PEBUCESC;;401106;286521;1591;COMCEL;;INCIDENT;5815907;CAUSE;;Conector Da馻do;401106;835;COMCEL
5815907;FALLA INTERNET;Mario Castillo;15/04/2017 16:05;39249;5;;BUC;CLOSED;;PEBUCESC;;40110103;286522;1611;COMCEL;;INCIDENT;5815907;REMEDY;;cambio conector;40110103;857;COMCEL
5816237;FALLA CORE TX - AFECTACION;;15/04/2017 17:16;TELL@BSA.TE616;3;;OT;CLOSED;;PESOLSCH;;1021;286526;1047;COMCEL;;INCIDENT;5816237;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5816237;FALLA CORE TX - AFECTACION;;15/04/2017 17:16;TELL@BSA.TE616;3;;OT;CLOSED;;PESOLSCH;;102133;286527;5387;COMCEL;;INCIDENT;5816237;CAUSE;;Causas naturales;102133;1868;COMCEL
5816237;FALLA CORE TX - AFECTACION;;15/04/2017 17:16;TELL@BSA.TE616;3;;OT;CLOSED;;PESOLSCH;;10212904;286528;5795;COMCEL;;INCIDENT;5816237;REMEDY;;Corrimiento de reserva y fusion con mufa;10212904;1883;COMCEL
5816339;FALLA CORE TX - AFECTACION;;15/04/2017 17:40;IPRAN@ALU.10.20.8.20;3;;OT;CLOSED;;PEINGJTP;;1021;286529;1047;COMCEL;;INCIDENT;5816339;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5816339;FALLA CORE TX - AFECTACION;;15/04/2017 17:40;IPRAN@ALU.10.20.8.20;3;;OT;CLOSED;;PEINGJTP;;102130;286530;5381;COMCEL;;INCIDENT;5816339;CAUSE;;Animales o insectos;102130;1865;COMCEL
5816339;FALLA CORE TX - AFECTACION;;15/04/2017 17:40;IPRAN@ALU.10.20.8.20;3;;OT;CLOSED;;PEINGJTP;;10212904;286531;5451;COMCEL;;INCIDENT;5816339;REMEDY;;Corrimiento de reserva y fusion con mufa;10212904;1883;COMCEL
5816374;FALLA DATOS;Walter Sian;15/04/2017 17:48;44353;5;;BUC;CLOSED;;TXSUPENG;;5011;286622;1621;COMCEL;;INCIDENT;5816374;PROBLEM;;equipos;5011;445;COMCEL
5816374;FALLA DATOS;Walter Sian;15/04/2017 17:48;44353;5;;BUC;CLOSED;;TXSUPENG;;501111;286623;4605;COMCEL;;INCIDENT;5816374;CAUSE;;Servidor - Servicios Corporativos;501111;1492;COMCEL
5817554;;DPEREZM;15/04/2017 22:31;TELL@BSA.TE2432;3;5;OT;CLOSED;;PESOLQTZ;;1021;286543;1047;COMCEL;;INCIDENT;5817554;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5817554;;DPEREZM;15/04/2017 22:31;TELL@BSA.TE2432;3;5;OT;CLOSED;;PESOLQTZ;;102123;286546;1101;COMCEL;;INCIDENT;5817554;CAUSE;;Robo de fibra;102123;112;COMCEL
5817554;;DPEREZM;15/04/2017 22:31;TELL@BSA.TE2432;3;5;OT;CLOSED;;PESOLQTZ;;10210101;286547;1157;COMCEL;;INCIDENT;5817554;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5819966;FALLA CORE TX - RIESGO;;16/04/2017 7:19;TELL@BSA.TE10600;2;;OT;CLOSED;;TXSUPENG;;7011;286535;1713;COMCEL;;INCIDENT;5819966;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5819966;FALLA CORE TX - RIESGO;;16/04/2017 7:19;TELL@BSA.TE10600;2;;OT;CLOSED;;TXSUPENG;;701101;286536;1719;COMCEL;;INCIDENT;5819966;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5819966;FALLA CORE TX - RIESGO;;16/04/2017 7:19;TELL@BSA.TE10600;2;;OT;CLOSED;;TXSUPENG;;70110101;286537;1759;COMCEL;;INCIDENT;5819966;REMEDY;;reconexion de energia;70110101;691;COMCEL
5820130;FALLA CORE TX - RIESGO;;16/04/2017 7:51;IPRAN@ALU.10.20.8.20;2;;OT;CLOSED;;PEINGJTP;;1021;286548;1047;COMCEL;;INCIDENT;5820130;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5820130;FALLA CORE TX - RIESGO;;16/04/2017 7:51;IPRAN@ALU.10.20.8.20;2;;OT;CLOSED;;PEINGJTP;;102121;286549;1097;COMCEL;;INCIDENT;5820130;CAUSE;;Patchcord da馻do;102121;108;COMCEL
5820130;FALLA CORE TX - RIESGO;;16/04/2017 7:51;IPRAN@ALU.10.20.8.20;2;;OT;CLOSED;;PEINGJTP;;10210104;286550;1153;COMCEL;;INCIDENT;5820130;REMEDY;;cambio patchcord;10210104;125;COMCEL
5820232;FALLA CORE TX - RIESGO;;16/04/2017 8:10;IPRAN@ATN.10.245.223.85;2;;OT;CLOSED;;PESOLSCH;;1021;286551;1047;COMCEL;;INCIDENT;5820232;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5820232;FALLA CORE TX - RIESGO;;16/04/2017 8:10;IPRAN@ATN.10.245.223.85;2;;OT;CLOSED;;PESOLSCH;;102101;286552;1055;COMCEL;;INCIDENT;5820232;CAUSE;;Roedor se come la fibra;102101;68;COMCEL
5820232;FALLA CORE TX - RIESGO;;16/04/2017 8:10;IPRAN@ATN.10.245.223.85;2;;OT;CLOSED;;PESOLSCH;;10210101;286553;1107;COMCEL;;INCIDENT;5820232;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5821607;FALLA CORE TX - AFECTACION;;16/04/2017 12:28;ROADM@ALU.CHISEC;3;;OT;CLOSED;;PESOLAVP;;102104;286579;1063;COMCEL;;INCIDENT;5821607;CAUSE;;Caida de arbol sobre la fibra;102104;74;COMCEL
5821607;FALLA CORE TX - AFECTACION;;16/04/2017 12:28;ROADM@ALU.CHISEC;3;;OT;CLOSED;;PESOLAVP;;1021;286578;1047;COMCEL;;INCIDENT;5821607;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5821607;FALLA CORE TX - AFECTACION;;16/04/2017 12:28;ROADM@ALU.CHISEC;3;;OT;CLOSED;;PESOLAVP;;10210101;286581;1117;COMCEL;;INCIDENT;5821607;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5822201;FALLA CORE TX - AFECTACION;;16/04/2017 14:20;TELL@BSA.TE220;3;5;OT;CLOSED;;RF-JTP03;;7011;286570;1713;COMCEL;;INCIDENT;5822201;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5822201;FALLA CORE TX - AFECTACION;;16/04/2017 14:20;TELL@BSA.TE220;3;5;OT;CLOSED;;RF-JTP03;;701101;286571;1719;COMCEL;;INCIDENT;5822201;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5822201;FALLA CORE TX - AFECTACION;;16/04/2017 14:20;TELL@BSA.TE220;3;5;OT;CLOSED;;RF-JTP03;;70110101;286572;1759;COMCEL;;INCIDENT;5822201;REMEDY;;reconexion de energia;70110101;691;COMCEL
5822401;FALLA CORE TX - RIESGO;;16/04/2017 14:56;TELL@BSA.TE220;2;5;OT;CLOSED;;TXSUPENG;;7011;286573;1713;COMCEL;;INCIDENT;5822401;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5822401;FALLA CORE TX - RIESGO;;16/04/2017 14:56;TELL@BSA.TE220;2;5;OT;CLOSED;;TXSUPENG;;701101;286574;1719;COMCEL;;INCIDENT;5822401;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5822401;FALLA CORE TX - RIESGO;;16/04/2017 14:56;TELL@BSA.TE220;2;5;OT;CLOSED;;TXSUPENG;;70110101;286575;1759;COMCEL;;INCIDENT;5822401;REMEDY;;reconexion de energia;70110101;691;COMCEL
5822885;FALLA CORE TX - RIESGO;;16/04/2017 16:24;TELL@BSA.TE283;2;;OT;CLOSED;;TXSUPENG;;7011;286567;1713;COMCEL;;INCIDENT;5822885;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5822885;FALLA CORE TX - RIESGO;;16/04/2017 16:24;TELL@BSA.TE283;2;;OT;CLOSED;;TXSUPENG;;701101;286568;1719;COMCEL;;INCIDENT;5822885;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5822885;FALLA CORE TX - RIESGO;;16/04/2017 16:24;TELL@BSA.TE283;2;;OT;CLOSED;;TXSUPENG;;70110101;286569;1759;COMCEL;;INCIDENT;5822885;REMEDY;;reconexion de energia;70110101;691;COMCEL
5824089;FALLA CORE TX - AFECTACION;DPEREZM;16/04/2017 20:08;ROADM@ALU.HINDU;4;;OT;CLOSED;;PEINGRD;;1021;286589;1047;COMCEL;;INCIDENT;5824089;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5824089;FALLA CORE TX - AFECTACION;DPEREZM;16/04/2017 20:08;ROADM@ALU.HINDU;4;;OT;CLOSED;;PEINGRD;;102125;286590;1105;COMCEL;;INCIDENT;5824089;CAUSE;;Sabotaje;102125;117;COMCEL
5824089;FALLA CORE TX - AFECTACION;DPEREZM;16/04/2017 20:08;ROADM@ALU.HINDU;4;;OT;CLOSED;;PEINGRD;;10210106;286591;2609;COMCEL;;INCIDENT;5824089;REMEDY;;Fusion de hilos de fibra;10210106;1030;COMCEL
5824608;FALLA CORE TX - RIESGO;DPEREZM;16/04/2017 21:44;TELL@BSA.TE220;3;5;OT;CLOSED;;TXSUPENG;;7011;286592;1713;COMCEL;;INCIDENT;5824608;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5824608;FALLA CORE TX - RIESGO;DPEREZM;16/04/2017 21:44;TELL@BSA.TE220;3;5;OT;CLOSED;;TXSUPENG;;701101;286593;1719;COMCEL;;INCIDENT;5824608;CAUSE;;Mala Calidad de Energia Comercial;701101;580;COMCEL
5824608;FALLA CORE TX - RIESGO;DPEREZM;16/04/2017 21:44;TELL@BSA.TE220;3;5;OT;CLOSED;;TXSUPENG;;70110101;286594;1759;COMCEL;;INCIDENT;5824608;REMEDY;;reconexion de energia;70110101;691;COMCEL
5824659;FALLA CORE TX - RIESGO;DPEREZM;16/04/2017 21:54;TELL@BSA.TE283;3;5;OT;CLOSED;;RF-MET04;;7011;286718;1713;COMCEL;;INCIDENT;5824659;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5824659;FALLA CORE TX - RIESGO;DPEREZM;16/04/2017 21:54;TELL@BSA.TE283;3;5;OT;CLOSED;;RF-MET04;;701108;286719;1737;COMCEL;;INCIDENT;5824659;CAUSE;;Rectificador Inhibido;701108;594;COMCEL
5824659;FALLA CORE TX - RIESGO;DPEREZM;16/04/2017 21:54;TELL@BSA.TE283;3;5;OT;CLOSED;;RF-MET04;;70110108;286720;1773;COMCEL;;INCIDENT;5824659;REMEDY;;reinicio rectificador;70110108;705;COMCEL
5825123;FALLA CORE TX - AFECTACION;DPEREZM;16/04/2017 23:23;RECTIFICADOR@GAMATRONIC10.250.161.67;3;5;OT;CLOSED;;RF-GUA06;;7011;286756;1713;COMCEL;;INCIDENT;5825123;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
5825123;FALLA CORE TX - AFECTACION;DPEREZM;16/04/2017 23:23;RECTIFICADOR@GAMATRONIC10.250.161.67;3;5;OT;CLOSED;;RF-GUA06;;701108;286757;1737;COMCEL;;INCIDENT;5825123;CAUSE;;Rectificador Inhibido;701108;594;COMCEL
5825123;FALLA CORE TX - AFECTACION;DPEREZM;16/04/2017 23:23;RECTIFICADOR@GAMATRONIC10.250.161.67;3;5;OT;CLOSED;;RF-GUA06;;70110108;286758;1773;COMCEL;;INCIDENT;5825123;REMEDY;;reinicio rectificador;70110108;705;COMCEL
5826474;RBS FUERA DE SERVICIO on 172.16.5.75;NETCOOL;17/04/2017 4:17;WGUA928;3;3;OT;CLOSED;;PEINGCTR;;1021;286793;1047;COMCEL;;INCIDENT;5826474;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5826474;RBS FUERA DE SERVICIO on 172.16.5.75;NETCOOL;17/04/2017 4:17;WGUA928;3;3;OT;CLOSED;;PEINGCTR;;102117;286794;1089;COMCEL;;INCIDENT;5826474;CAUSE;;Machetazo en fibra;102117;100;COMCEL
5826474;RBS FUERA DE SERVICIO on 172.16.5.75;NETCOOL;17/04/2017 4:17;WGUA928;3;3;OT;CLOSED;;PEINGCTR;;10210101;286795;1145;COMCEL;;INCIDENT;5826474;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5827149;FALLA INTERNET;Walter vasquez -;17/04/2017 7:11;41369;5;;BUC;CLOSED;;PEBUCOW;;1021;286668;1047;COMCEL;;INCIDENT;5827149;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5827149;FALLA INTERNET;Walter vasquez -;17/04/2017 7:11;41369;5;;BUC;CLOSED;;PEBUCOW;;102128;286669;4735;COMCEL;;INCIDENT;5827149;CAUSE;;Manipulacion de hilo en mufa;102128;1551;COMCEL
5827149;FALLA INTERNET;Walter vasquez -;17/04/2017 7:11;41369;5;;BUC;CLOSED;;PEBUCOW;;10212801;286670;4737;COMCEL;;INCIDENT;5827149;REMEDY;;Fusion de hilo en fibra;10212801;1552;COMCEL
5827170;FALLA INTERNET;Edgar chupina;17/04/2017 7:15;86421;5;;BUC;CLOSED;;PEBUCOW;;1021;286655;1047;COMCEL;;INCIDENT;5827170;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5827170;FALLA INTERNET;Edgar chupina;17/04/2017 7:15;86421;5;;BUC;CLOSED;;PEBUCOW;;102107;286682;1069;COMCEL;;INCIDENT;5827170;CAUSE;;Camion se pasa llevando la fibra;102107;80;COMCEL
5827170;FALLA INTERNET;Edgar chupina;17/04/2017 7:15;86421;5;;BUC;CLOSED;;PEBUCOW;;10210101;286683;1123;COMCEL;;INCIDENT;5827170;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5827382;FALLA INTERNET;Eudardo;17/04/2017 8:04;43585;5;;BUC;CLOSED;;PEBUCOW;;1021;286624;1047;COMCEL;;INCIDENT;5827382;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5827382;FALLA INTERNET;Eudardo;17/04/2017 8:04;43585;5;;BUC;CLOSED;;PEBUCOW;;102128;286625;4735;COMCEL;;INCIDENT;5827382;CAUSE;;Manipulacion de hilo en mufa;102128;1551;COMCEL
5827382;FALLA INTERNET;Eudardo;17/04/2017 8:04;43585;5;;BUC;CLOSED;;PEBUCOW;;10212801;286626;4737;COMCEL;;INCIDENT;5827382;REMEDY;;Fusion de hilo en fibra;10212801;1552;COMCEL
5827430;FALLA DATOS;61417;17/04/2017 8:14;85404;4;;BUC;CLOSED;;MEBUCOW;;2025;286777;4559;COMCEL;;INCIDENT;5827430;PROBLEM;;EQUIPO - MIKROTIK;2025;1471;COMCEL
5827430;FALLA DATOS;61417;17/04/2017 8:14;85404;4;;BUC;CLOSED;;MEBUCOW;;202504;286778;4673;COMCEL;;INCIDENT;5827430;CAUSE;;Transceiver Da馻do;202504;1524;COMCEL
5827430;FALLA DATOS;61417;17/04/2017 8:14;85404;4;;BUC;CLOSED;;MEBUCOW;;20250401;286779;4675;COMCEL;;INCIDENT;5827430;REMEDY;;Cambio de Transceiver;20250401;1525;COMCEL
5827431;FALLA INTERNET;wendy ....;17/04/2017 8:14;70750;5;;BUC;CLOSED;;PEBUCOW;;1021;286677;1047;COMCEL;;INCIDENT;5827431;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5827431;FALLA INTERNET;wendy ....;17/04/2017 8:14;70750;5;;BUC;CLOSED;;PEBUCOW;;102107;286680;1069;COMCEL;;INCIDENT;5827431;CAUSE;;Camion se pasa llevando la fibra;102107;80;COMCEL
5827431;FALLA INTERNET;wendy ....;17/04/2017 8:14;70750;5;;BUC;CLOSED;;PEBUCOW;;10210101;286681;1123;COMCEL;;INCIDENT;5827431;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5827604;FALLA CORE TX - AFECTACION;;17/04/2017 8:45;TELL@BSA.TE616;4;;OT;CLOSED;;PESOLSCH;;1021;286690;1047;COMCEL;;INCIDENT;5827604;PROBLEM;;CORTE DE FIBRA;1021;66;COMCEL
5827604;FALLA CORE TX - AFECTACION;;17/04/2017 8:45;TELL@BSA.TE616;4;;OT;CLOSED;;PESOLSCH;;102101;286691;1055;COMCEL;;INCIDENT;5827604;CAUSE;;Roedor se come la fibra;102101;68;COMCEL
5827604;FALLA CORE TX - AFECTACION;;17/04/2017 8:45;TELL@BSA.TE616;4;;OT;CLOSED;;PESOLSCH;;10210101;286692;1107;COMCEL;;INCIDENT;5827604;REMEDY;;Reparacion tramo fibra;10210101;119;COMCEL
5827634;FALLA CORE TX - AFECTACION;;17/04/2017 8:52;ATN@10.4.137.66;4;5;OT;CLOSED;;RF-SCT01;;7011;286790;1713;COMCEL;;INCIDENT;5827634;PROBLEM;;ENERGIA y TEMP - ENERGIA/TEMP;7011;578;COMCEL
